fecha,estacion,temperatura_max,temperatura_min,temperatura_promedio,humedad_relativa,velocidad_viento,direccion_viento,precipitacion,presion_atmosferica,nubosidad,radiacion_solar,punto_rocio,indice_calor,indice_frio,calidad_aire,uv_index
2020-10-31 23:03:39.132346,quillota_centro,20.0,3.5,11.7,72.7,13.9,1.9,0.0,1027.8,35.7,596.4,6.8,13.8,8.8,35.9,5.8
2020-11-01 23:03:39.132346,quillota_centro,17.0,4.2,10.6,89.9,10.0,173.9,0.0,1027.2,80.1,491.7,8.8,14.2,8.1,0.0,4.3
2020-11-02 23:03:39.132346,quillota_centro,22.5,0.0,11.2,74.4,7.4,184.5,0.0,1014.0,51.6,637.7,6.6,13.4,9.1,32.4,7.0
2020-11-03 23:03:39.132346,quillota_centro,16.8,-0.1,8.4,92.2,7.0,308.9,0.0,1019.2,100.0,485.1,6.9,12.2,6.3,38.9,0.5
2020-11-04 23:03:39.132346,quillota_centro,18.3,1.7,10.0,81.7,14.3,40.5,0.0,1009.4,53.1,646.9,6.7,12.9,7.0,7.3,5.6
2020-11-05 23:03:39.132346,quillota_centro,15.8,3.9,9.9,87.3,16.4,205.9,0.0,1007.5,81.0,507.9,7.6,13.2,6.6,29.4,4.2
2020-11-06 23:03:39.132346,quillota_centro,14.8,4.0,9.4,98.0,13.6,308.7,0.0,1018.1,50.6,578.5,9.0,13.7,6.4,8.3,7.9
2020-11-07 23:03:39.132346,quillota_centro,22.7,5.3,14.0,54.5,9.6,357.8,0.0,1024.3,81.6,400.8,5.7,14.4,11.5,54.9,3.8
2020-11-08 23:03:39.132346,quillota_centro,19.3,2.5,10.9,79.0,13.2,271.2,0.0,1025.1,79.9,565.6,7.1,13.5,8.0,66.4,4.5
2020-11-09 23:03:39.132346,quillota_centro,19.6,5.2,12.4,76.1,9.5,129.7,0.0,1008.5,80.4,554.5,8.1,14.7,9.9,48.9,5.8
2020-11-10 23:03:39.132346,quillota_centro,16.9,5.5,11.2,59.2,10.0,191.1,0.0,1013.1,45.6,669.9,3.8,12.0,8.7,55.9,4.7
2020-11-11 23:03:39.132346,quillota_centro,13.4,4.6,9.0,91.1,15.2,165.5,0.0,1007.1,67.2,572.7,7.4,12.7,5.9,41.0,3.4
2020-11-12 23:03:39.132346,quillota_centro,17.6,3.1,10.3,84.5,3.3,208.8,0.0,1033.1,57.4,716.4,7.5,13.4,8.9,60.6,5.4
2020-11-13 23:03:39.132346,quillota_centro,19.5,3.4,11.5,74.8,0.0,335.9,0.0,1014.8,83.0,617.4,6.9,13.7,11.5,61.3,4.3
2020-11-14 23:03:39.132346,quillota_centro,17.1,2.4,9.8,85.9,17.9,227.6,0.0,1024.7,100.0,400.5,7.2,13.0,6.4,39.1,2.7
2020-11-15 23:03:39.132346,quillota_centro,17.2,1.8,9.5,83.5,3.0,260.4,6.7,1026.2,100.0,352.7,6.5,12.5,8.1,52.2,4.3
2020-11-16 23:03:39.132346,quillota_centro,18.8,1.4,10.1,82.1,7.7,329.0,0.0,1023.3,49.2,516.9,6.9,13.0,7.9,59.2,6.3
2020-11-17 23:03:39.132346,quillota_centro,17.9,8.9,13.4,83.5,10.8,201.8,0.0,1005.6,51.2,729.0,10.4,16.4,10.8,69.9,6.4
2020-11-18 23:03:39.132346,quillota_centro,20.3,3.7,12.0,71.3,6.1,72.8,0.0,1022.6,46.9,593.5,6.8,13.9,10.0,62.0,6.2
2020-11-19 23:03:39.132346,quillota_centro,18.3,0.2,9.3,98.0,19.8,140.1,0.0,1008.3,96.0,482.1,8.9,13.6,5.7,40.9,4.5
2020-11-20 23:03:39.132346,quillota_centro,18.1,1.9,10.0,86.7,13.3,305.1,0.0,1008.1,70.1,548.9,7.6,13.3,7.1,30.1,4.8
2020-11-21 23:03:39.132346,quillota_centro,17.4,0.1,8.7,98.0,10.7,130.1,0.0,996.2,66.7,739.7,8.4,13.0,6.1,39.5,4.9
2020-11-22 23:03:39.132346,quillota_centro,17.9,7.8,12.8,89.6,12.1,183.5,0.0,992.4,100.0,421.3,10.9,16.4,10.0,50.7,3.4
2020-11-23 23:03:39.132346,quillota_centro,19.8,4.0,11.9,94.9,5.5,97.8,0.0,1008.0,61.7,725.6,11.0,15.9,10.0,39.8,6.1
2020-11-24 23:03:39.132346,quillota_centro,20.5,4.4,12.5,78.5,16.8,165.3,0.0,1015.2,74.8,499.9,8.5,15.0,9.2,45.7,1.1
2020-11-25 23:03:39.132346,quillota_centro,17.0,2.9,10.0,86.5,17.1,185.1,0.0,995.1,87.2,491.7,7.5,13.2,6.6,53.4,2.9
2020-11-26 23:03:39.132346,quillota_centro,15.7,4.9,10.3,85.3,6.5,121.5,0.0,984.2,65.8,483.1,7.7,13.5,8.3,12.4,3.5
2020-11-27 23:03:39.132346,quillota_centro,21.7,0.5,11.1,92.4,19.9,154.5,0.0,1005.9,91.6,378.7,9.7,14.9,7.5,60.1,6.0
2020-11-28 23:03:39.132346,quillota_centro,20.4,3.2,11.8,84.5,13.8,185.2,0.0,991.7,87.6,343.4,9.0,14.9,8.9,75.1,3.6
2020-11-29 23:03:39.132346,quillota_centro,14.1,3.8,8.9,93.9,20.0,129.1,0.0,1003.0,100.0,353.5,7.8,12.9,5.4,77.6,3.0
2020-11-30 23:03:39.132346,quillota_centro,18.7,2.4,10.5,88.0,10.5,44.8,0.0,1017.6,29.2,801.4,8.4,14.0,7.9,47.5,7.0
2020-12-01 23:03:39.132346,quillota_centro,20.9,9.1,15.0,73.9,9.7,340.5,0.0,1008.7,58.9,605.3,10.2,17.1,12.5,43.4,5.8
2020-12-02 23:03:39.132346,quillota_centro,16.1,8.8,12.4,85.2,21.8,205.3,0.0,999.7,94.1,411.0,9.8,15.6,8.7,12.6,4.4
2020-12-03 23:03:39.132346,quillota_centro,22.3,5.5,13.9,82.0,12.2,17.7,0.0,1009.6,64.7,636.2,10.6,16.8,11.1,35.5,4.9
2020-12-04 23:03:39.132346,quillota_centro,18.9,6.7,12.8,85.4,15.0,292.3,0.0,1021.0,87.3,458.2,10.1,16.0,9.7,53.0,3.1
2020-12-05 23:03:39.132346,quillota_centro,19.5,5.4,12.4,77.8,4.0,164.9,0.0,1031.5,67.6,744.7,8.4,14.9,10.8,62.9,2.7
2020-12-06 23:03:39.132346,quillota_centro,19.2,7.2,13.2,84.1,4.5,25.4,0.0,1016.4,80.2,482.2,10.3,16.3,11.5,28.9,4.7
2020-12-07 23:03:39.132346,quillota_centro,24.6,8.4,16.5,89.3,6.6,168.9,0.0,1018.6,70.0,650.0,14.6,20.0,14.5,22.8,6.8
2020-12-08 23:03:39.132346,quillota_centro,19.0,7.5,13.3,98.0,5.3,228.5,0.0,1026.2,88.6,657.5,12.9,17.6,11.4,31.9,2.7
2020-12-09 23:03:39.132346,quillota_centro,21.3,3.5,12.4,67.7,9.4,213.0,0.0,1014.5,77.6,690.2,6.5,14.0,10.0,40.0,8.4
2020-12-10 23:03:39.132346,quillota_centro,23.0,8.6,15.8,86.6,5.4,173.5,0.0,1034.7,56.3,509.5,13.3,19.1,13.9,62.5,5.8
2020-12-11 23:03:39.132346,quillota_centro,20.0,8.2,14.1,67.4,14.1,334.6,0.0,1021.0,69.0,655.2,8.2,15.7,11.1,41.8,4.2
2020-12-12 23:03:39.132346,quillota_centro,18.9,7.2,13.1,74.3,8.2,81.9,0.0,1028.3,71.4,546.9,8.4,15.2,10.8,18.4,4.9
2020-12-13 23:03:39.132346,quillota_centro,25.3,3.9,14.6,72.7,7.0,124.9,0.0,1001.9,60.3,759.9,9.6,16.6,12.4,52.1,7.7
2020-12-14 23:03:39.132346,quillota_centro,17.6,4.8,11.2,98.0,7.1,86.0,0.0,1006.4,100.0,378.2,10.8,15.5,9.1,33.3,1.6
2020-12-15 23:03:39.132346,quillota_centro,19.6,6.7,13.1,73.3,11.0,48.0,0.0,995.2,53.3,680.7,8.3,15.2,10.5,46.6,7.6
2020-12-16 23:03:39.132346,quillota_centro,21.1,6.7,13.9,89.7,5.0,241.5,0.0,1012.5,67.8,427.4,12.0,17.5,12.1,51.2,2.9
2020-12-17 23:03:39.132346,quillota_centro,18.2,3.5,10.9,90.9,6.5,146.0,0.0,994.7,58.7,511.0,9.2,14.5,8.8,62.4,2.8
2020-12-18 23:03:39.132346,quillota_centro,22.6,3.5,13.1,67.2,10.4,84.6,0.0,1010.2,86.5,343.4,7.1,14.6,10.5,40.1,4.8
2020-12-19 23:03:39.132346,quillota_centro,21.5,8.8,15.1,98.0,7.8,152.2,0.0,1013.3,100.0,408.9,14.8,19.4,12.9,58.4,2.6
2020-12-20 23:03:39.132346,quillota_centro,24.3,8.8,16.6,67.3,13.5,76.3,0.0,1024.6,45.5,507.6,10.6,18.1,13.6,19.6,4.6
2020-12-21 23:03:39.132346,quillota_centro,21.4,2.4,11.9,98.0,8.2,307.2,0.0,1005.0,93.8,437.7,11.5,16.2,9.6,52.8,2.8
2020-12-22 23:03:39.132346,quillota_centro,19.8,5.1,12.4,73.3,8.7,279.3,0.0,1009.9,37.3,730.8,7.6,14.5,10.1,37.9,7.5
2020-12-23 23:03:39.132346,quillota_centro,20.8,7.5,14.1,98.0,15.8,202.2,0.0,1007.2,65.0,455.8,13.8,18.5,11.0,53.6,4.4
2020-12-24 23:03:39.132346,quillota_centro,19.3,5.3,12.3,82.9,15.1,353.3,0.0,1023.1,45.2,727.8,9.2,15.3,9.2,40.9,6.6
2020-12-25 23:03:39.132346,quillota_centro,22.2,0.2,11.2,92.9,4.8,60.6,0.0,995.3,73.0,631.1,9.9,15.1,9.5,19.5,6.5
2020-12-26 23:03:39.132346,quillota_centro,20.1,7.3,13.7,77.3,14.2,71.7,0.0,1020.7,62.0,605.0,9.6,16.1,10.7,77.2,5.5
2020-12-27 23:03:39.132346,quillota_centro,19.8,6.6,13.2,88.2,5.6,72.4,0.0,1010.5,74.7,566.2,11.0,16.6,11.3,47.0,5.5
2020-12-28 23:03:39.132346,quillota_centro,24.0,8.2,16.1,60.8,11.2,98.0,0.0,1019.5,56.4,608.8,9.0,17.1,13.4,65.0,9.5
2020-12-29 23:03:39.132346,quillota_centro,16.1,10.4,13.2,73.7,11.3,272.4,0.0,1016.1,50.8,693.2,8.5,15.4,10.6,37.7,4.9
2020-12-30 23:03:39.132346,quillota_centro,18.7,10.1,14.4,84.5,15.1,206.0,0.0,1011.4,53.7,537.5,11.6,17.5,11.3,39.1,5.6
2020-12-31 23:03:39.132346,quillota_centro,20.0,6.4,13.2,72.4,7.0,222.9,0.0,1002.9,55.1,499.5,8.2,15.2,11.1,88.5,4.3
2021-01-01 23:03:39.132346,quillota_centro,22.7,7.2,14.9,88.2,0.0,33.7,0.0,1024.1,39.3,665.8,12.8,18.4,14.9,44.8,9.2
2021-01-02 23:03:39.132346,quillota_centro,18.2,11.2,14.7,70.7,3.9,68.9,0.0,1021.9,53.2,691.5,9.4,16.6,13.2,40.6,5.1
2021-01-03 23:03:39.132346,quillota_centro,27.6,5.5,16.6,72.8,0.0,30.9,0.0,1022.7,65.9,636.4,11.6,18.6,16.6,38.2,4.0
2021-01-04 23:03:39.132346,quillota_centro,20.8,7.7,14.3,89.4,0.0,87.0,0.0,1010.3,71.1,653.1,12.4,17.8,14.3,37.2,5.4
2021-01-05 23:03:39.132346,quillota_centro,26.0,7.3,16.7,72.4,0.0,16.9,0.0,1015.9,59.1,628.0,11.6,18.7,16.7,52.2,6.2
2021-01-06 23:03:39.132346,quillota_centro,22.3,11.5,16.9,80.6,0.0,310.2,0.0,1016.9,29.2,760.6,13.4,19.6,16.9,62.0,5.5
2021-01-07 23:03:39.132346,quillota_centro,20.9,8.6,14.7,67.5,0.0,160.8,0.0,1031.9,56.3,755.8,8.8,16.3,14.7,7.6,6.5
2021-01-08 23:03:39.132346,quillota_centro,23.6,11.5,17.5,91.1,7.5,290.7,0.0,1017.9,47.7,555.0,15.9,21.2,15.4,66.8,6.7
2021-01-09 23:03:39.132346,quillota_centro,25.9,11.4,18.6,74.7,7.0,321.9,0.0,1031.3,61.5,566.0,14.0,20.9,16.5,21.7,5.8
2021-01-10 23:03:39.132346,quillota_centro,22.6,9.6,16.1,95.7,3.9,213.1,0.0,1003.0,91.9,555.2,15.3,20.2,14.5,61.6,5.3
2021-01-11 23:03:39.132346,quillota_centro,24.5,8.5,16.5,74.1,15.2,50.8,11.7,1015.6,87.1,442.9,11.8,18.7,13.4,49.6,2.5
2021-01-12 23:03:39.132346,quillota_centro,22.5,10.8,16.6,81.5,0.0,185.7,0.0,1009.5,34.4,801.5,13.3,19.4,16.6,18.7,4.4
2021-01-13 23:03:39.132346,quillota_centro,23.7,9.5,16.6,84.8,3.4,289.1,0.0,1004.5,63.8,723.1,13.8,19.7,15.1,65.9,5.4
2021-01-14 23:03:39.132346,quillota_centro,21.3,10.5,15.9,61.8,10.3,163.2,0.0,1019.9,60.6,706.2,9.0,17.0,13.4,29.9,4.3
2021-01-15 23:03:39.132346,quillota_centro,19.9,5.7,12.8,90.2,6.9,120.0,0.0,1009.8,45.4,858.3,11.0,16.4,10.7,76.5,5.6
2021-01-16 23:03:39.132346,quillota_centro,23.5,10.3,16.9,80.0,8.1,296.6,0.0,996.8,78.3,450.8,13.3,19.6,14.7,16.7,2.1
2021-01-17 23:03:39.132346,quillota_centro,21.4,12.7,17.1,75.5,14.0,212.6,0.0,1011.0,96.9,505.4,12.6,19.4,14.1,55.8,5.4
2021-01-18 23:03:39.132346,quillota_centro,22.9,8.6,15.8,80.9,1.5,250.6,0.0,1013.1,55.9,616.8,12.3,18.5,14.8,42.2,6.1
2021-01-19 23:03:39.132346,quillota_centro,23.9,7.9,15.9,59.4,8.0,32.3,0.0,1005.3,67.0,650.7,8.5,16.7,13.6,59.5,7.7
2021-01-20 23:03:39.132346,quillota_centro,19.9,13.6,16.8,76.7,4.8,61.6,0.0,996.0,56.2,650.0,12.5,19.2,15.0,71.3,7.8
2021-01-21 23:03:39.132346,quillota_centro,28.0,7.1,17.5,74.1,0.1,34.4,0.0,997.6,67.5,509.7,12.8,19.7,17.3,10.7,2.9
2021-01-22 23:03:39.132346,quillota_centro,26.4,10.4,18.4,68.2,7.1,305.4,0.0,999.9,30.6,799.1,12.6,20.0,16.2,36.6,8.4
2021-01-23 23:03:39.132346,quillota_centro,20.6,12.4,16.5,83.7,7.1,218.1,0.0,1010.2,56.8,868.7,13.5,19.5,14.4,59.8,6.0
2021-01-24 23:03:39.132346,quillota_centro,23.9,9.3,16.6,95.5,9.9,45.8,0.0,1019.2,71.7,492.1,15.8,20.7,14.1,52.8,2.5
2021-01-25 23:03:39.132346,quillota_centro,24.3,9.7,17.0,68.5,4.9,315.5,0.0,1019.1,62.4,612.9,11.3,18.6,15.2,29.9,8.5
2021-01-26 23:03:39.132346,quillota_centro,27.0,7.9,17.5,98.0,7.5,298.1,0.0,1008.9,100.0,613.4,17.1,21.8,15.3,43.9,3.8
2021-01-27 23:03:39.132346,quillota_centro,21.1,13.6,17.4,71.6,0.7,352.0,0.0,1013.8,92.7,499.2,12.2,19.3,16.7,84.9,2.4
2021-01-28 23:03:39.132346,quillota_centro,24.6,8.2,16.4,82.4,10.9,73.6,0.0,1022.6,33.4,679.9,13.2,19.4,13.8,29.4,8.9
2021-01-29 23:03:39.132346,quillota_centro,23.9,12.5,18.2,72.2,15.2,144.6,0.0,1024.0,84.1,578.4,13.1,20.2,15.0,53.1,4.2
2021-01-30 23:03:39.132346,quillota_centro,23.1,10.0,16.5,75.0,7.0,248.4,0.0,1003.8,83.4,623.8,12.0,18.8,14.4,43.6,7.2
2021-01-31 23:03:39.132346,quillota_centro,24.0,10.7,17.3,67.8,3.3,126.5,0.0,1018.4,81.5,428.7,11.5,18.9,15.9,62.3,1.4
2021-02-01 23:03:39.132346,quillota_centro,23.6,12.6,18.1,73.1,1.7,2.9,5.3,1009.0,94.0,360.7,13.2,20.2,17.1,65.6,1.1
2021-02-02 23:03:39.132346,quillota_centro,32.7,14.6,23.6,60.2,7.0,330.5,0.0,1007.7,45.6,634.0,16.4,24.6,21.5,32.5,8.3
2021-02-03 23:03:39.132346,quillota_centro,29.9,11.2,20.5,78.6,7.9,38.5,0.0,1020.6,97.1,495.9,16.6,23.1,18.3,83.3,1.3
2021-02-04 23:03:39.132346,quillota_centro,28.6,15.3,22.0,56.4,2.3,337.1,2.3,1009.1,25.1,750.9,14.1,22.6,20.8,38.6,6.2
2021-02-05 23:03:39.132346,quillota_centro,26.2,16.5,21.4,68.9,3.4,81.5,0.0,1019.5,31.6,723.1,15.7,23.1,19.9,29.6,6.4
2021-02-06 23:03:39.132346,quillota_centro,28.2,16.0,22.1,83.2,3.8,243.3,0.0,1010.4,83.0,600.7,19.0,25.1,20.5,25.0,4.5
2021-02-07 23:03:39.132346,quillota_centro,30.3,12.4,21.4,69.7,2.9,106.5,0.0,1018.3,76.9,635.7,15.9,23.1,20.0,50.9,3.9
2021-02-08 23:03:39.132346,quillota_centro,31.1,17.1,24.1,70.4,0.0,105.6,0.0,1019.5,56.1,757.6,18.7,26.0,24.1,38.4,2.9
2021-02-09 23:03:39.132346,quillota_centro,30.8,15.6,23.2,56.7,2.2,352.3,0.0,1012.4,83.7,587.2,15.3,23.8,22.0,34.7,4.3
2021-02-10 23:03:39.132346,quillota_centro,28.0,12.1,20.1,66.4,1.5,19.1,0.0,1003.8,30.5,683.9,14.0,21.5,19.1,51.2,7.0
2021-02-11 23:03:39.132346,quillota_centro,23.1,13.3,18.2,66.0,14.6,284.5,0.0,1017.2,57.8,447.1,12.0,19.7,15.2,62.3,5.2
2021-02-12 23:03:39.132346,quillota_centro,28.5,13.3,20.9,65.5,6.0,191.6,0.0,1011.1,68.8,476.8,14.7,22.3,19.0,49.6,3.2
2021-02-13 23:03:39.132346,quillota_centro,28.0,13.8,20.9,84.2,5.7,177.1,0.0,1035.3,57.8,569.2,18.1,24.0,19.0,35.5,4.7
2021-02-14 23:03:39.132346,quillota_centro,30.1,13.2,21.6,70.0,7.6,156.8,0.0,1006.3,59.2,548.5,16.2,23.4,19.4,19.3,4.6
2021-02-15 23:03:39.132346,quillota_centro,23.2,10.8,17.0,79.4,0.7,309.0,0.0,1013.5,81.7,569.4,13.3,19.7,16.4,59.9,4.3
2021-02-16 23:03:39.132346,quillota_centro,30.9,15.5,23.2,70.4,0.0,345.4,0.0,999.5,74.5,634.7,17.8,25.0,23.2,54.9,2.4
2021-02-17 23:03:39.132346,quillota_centro,25.7,15.1,20.4,57.3,9.2,183.2,0.0,1004.6,77.3,465.8,12.6,21.1,18.0,1.8,5.4
2021-02-18 23:03:39.132346,quillota_centro,26.3,11.6,19.0,68.5,6.5,62.4,0.0,995.8,39.3,660.6,13.2,20.6,16.9,49.2,8.3
2021-02-19 23:03:39.132346,quillota_centro,28.3,15.1,21.7,49.7,8.7,327.7,0.0,1031.9,3.7,765.2,12.6,21.7,19.4,40.8,11.0
2021-02-20 23:03:39.132346,quillota_centro,30.7,13.5,22.1,67.7,0.0,174.7,0.0,1015.7,37.3,592.0,16.3,23.7,22.1,56.2,7.8
2021-02-21 23:03:39.132346,quillota_centro,27.5,13.1,20.3,82.9,7.9,256.5,0.0,1015.4,45.1,498.8,17.2,23.3,18.1,52.4,5.2
2021-02-22 23:03:39.132346,quillota_centro,22.5,13.1,17.8,78.3,0.6,244.4,0.0,1001.4,57.7,531.4,13.8,20.3,17.1,51.0,6.7
2021-02-23 23:03:39.132346,quillota_centro,31.0,14.7,22.9,48.2,1.6,158.9,0.0,1031.8,66.5,531.5,13.5,22.7,21.9,41.7,6.5
2021-02-24 23:03:39.132346,quillota_centro,23.2,13.9,18.5,68.9,7.4,77.1,0.0,1004.8,62.5,461.6,12.9,20.2,16.4,53.7,4.4
2021-02-25 23:03:39.132346,quillota_centro,27.8,14.1,21.0,67.0,7.9,220.3,0.0,1003.0,72.0,484.1,15.0,22.5,18.7,22.7,6.8
2021-02-26 23:03:39.132346,quillota_centro,24.2,11.6,17.9,71.8,5.7,48.0,0.0,1017.8,54.4,542.7,12.7,19.8,16.0,56.5,8.2
2021-02-27 23:03:39.132346,quillota_centro,29.6,13.9,21.7,72.0,5.9,64.9,0.0,1019.0,79.1,655.8,16.6,23.7,19.8,85.3,5.0
2021-02-28 23:03:39.132346,quillota_centro,27.7,10.7,19.2,61.1,0.0,334.4,0.0,1019.4,58.2,516.4,12.1,20.2,19.2,14.4,8.1
2021-03-01 23:03:39.132346,quillota_centro,31.8,18.8,25.3,72.8,0.0,308.3,0.0,1005.2,92.1,438.2,20.3,27.3,25.3,18.7,4.2
2021-03-02 23:03:39.132346,quillota_centro,35.6,18.7,27.2,66.9,4.6,81.0,0.0,1010.4,38.9,648.0,21.1,28.7,25.5,23.0,6.2
2021-03-03 23:03:39.132346,quillota_centro,26.4,13.5,19.9,59.5,0.0,106.5,9.0,1006.0,100.0,370.4,12.6,20.8,19.9,79.9,5.0
2021-03-04 23:03:39.132346,quillota_centro,28.4,16.7,22.5,78.8,0.0,99.2,0.0,1009.4,80.3,511.4,18.7,25.1,22.5,53.3,3.6
2021-03-05 23:03:39.132346,quillota_centro,30.5,15.4,22.9,59.7,9.1,167.0,0.0,1023.0,46.2,685.8,15.6,23.8,20.5,18.1,9.2
2021-03-06 23:03:39.132346,quillota_centro,30.7,14.9,22.8,80.7,4.1,55.4,0.0,1006.1,82.8,732.6,19.3,25.6,21.2,31.1,2.6
2021-03-07 23:03:39.132346,quillota_centro,27.1,17.4,22.3,72.0,4.2,349.2,0.0,1011.0,73.7,625.2,17.2,24.2,20.6,73.4,5.2
2021-03-08 23:03:39.132346,quillota_centro,31.9,19.5,25.7,62.6,8.2,40.5,0.0,1019.8,61.4,481.5,18.9,26.8,23.4,42.6,6.1
2021-03-09 23:03:39.132346,quillota_centro,27.8,15.3,21.5,57.8,0.0,96.8,0.0,1021.1,44.3,708.3,13.9,22.2,21.5,73.5,7.1
2021-03-10 23:03:39.132346,quillota_centro,29.2,17.1,23.2,70.2,1.8,289.6,0.0,1004.7,52.7,694.7,17.7,25.0,22.1,86.1,7.0
2021-03-11 23:03:39.132346,quillota_centro,34.1,17.9,26.0,56.3,5.5,209.3,0.0,996.1,66.7,587.7,18.1,26.6,24.1,34.6,4.0
2021-03-12 23:03:39.132346,quillota_centro,32.1,16.3,24.2,49.5,3.0,102.6,0.0,1003.4,28.2,880.7,15.0,24.2,22.8,48.8,8.4
2021-03-13 23:03:39.132346,quillota_centro,29.1,14.6,21.8,51.0,2.3,168.5,0.0,1005.9,56.7,638.7,12.9,21.9,20.6,61.0,7.6
2021-03-14 23:03:39.132346,quillota_centro,30.0,17.9,23.9,68.5,3.9,214.8,0.0,993.0,28.8,809.8,18.2,25.6,22.3,47.5,7.1
2021-03-15 23:03:39.132346,quillota_centro,28.2,15.7,21.9,85.4,8.3,289.4,0.0,1005.7,54.3,629.9,19.3,25.1,19.6,40.1,5.0
2021-03-16 23:03:39.132346,quillota_centro,32.7,17.7,25.2,44.7,8.8,85.5,0.0,1027.4,32.3,736.0,15.1,24.7,22.8,28.8,8.1
2021-03-17 23:03:39.132346,quillota_centro,32.3,15.1,23.7,55.8,0.5,350.6,0.0,1007.1,76.5,693.0,15.7,24.2,23.1,61.6,4.9
2021-03-18 23:03:39.132346,quillota_centro,27.1,16.6,21.9,66.0,12.6,274.3,0.0,1021.0,33.8,643.1,15.7,23.3,19.0,47.4,5.4
2021-03-19 23:03:39.132346,quillota_centro,31.6,14.3,23.0,61.1,10.3,242.7,0.0,1022.7,57.2,500.4,15.9,24.0,20.4,80.2,5.6
2021-03-20 23:03:39.132346,quillota_centro,30.7,13.1,21.9,72.3,9.1,161.1,0.0,994.6,61.2,539.8,16.9,23.9,19.5,24.5,3.8
