fecha,temperatura_max,temperatura_min,humedad_relativa,precipitacion,velocidad_viento,direccion_viento,presion_atmosferica,radiacion_solar,nubosidad,temperatura_promedio,amplitud_termica,sensacion_termica,año,mes,dia_año,estacion,punto_rocio_aprox,dia_mes,dia_semana,nombre_dia,nombre_mes,tipo_dia_temp,intensidad_lluvia,intensidad_viento,precip_acum_7d,precip_acum_30d,temp_max_prom_7d,temp_min_prom_7d,humedad_prom_7d,sin_lluvia,dias_sin_lluvia_consecutivos,confort_termico,indice_estres_termico,necesidad_riego,riesgo_hongos,condiciones_aplicacion,confort_labores,grados_dia,grados_dia_acum,grados_dia_mes
2024-01-11,28.890452286771012,15.919112240960466,24.62931248561251,0.12435572290454104,8.27012851295986,SE,1009.2018108361303,12.412394521702414,8.616597107846001,22.40478226386574,12.971340045810546,18.269718007385812,2024,1,11,Verano,3.9207678987615453,11,3,Thursday,January,Caluroso,Llovizna,Brisa ligera,2.0718214776552144,,32.2128512713,17.57999688507416,57.56952744202618,0,0,Óptimo,Medio,Crítica,Bajo,Desfavorables,Bueno,12.40478226386574,162.99648135959515,162.99648135959518
2024-01-12,28.078291855409475,18.42267308002697,29.789523858781514,0.10678414875159181,8.710884247136129,SE,994.706256414276,17.346143446227906,48.82818094994692,23.25048246771822,9.655618775382504,18.895040344150157,2024,1,12,Verano,5.488026592599954,12,4,Friday,January,Caluroso,Llovizna,Brisa ligera,1.7338002147926668,,31.68459490195998,18.567205421171387,51.927984939269024,0,0,Óptimo,Medio,Crítica,Bajo,Desfavorables,Bueno,13.250482467718221,176.24696382731338,176.24696382731338
2024-01-13,31.90316990501925,16.381804179420335,39.08611979170384,0.08050579618452174,6.63553905233464,NW,1014.0060093802833,24.203779538994134,65.84812857713895,24.14248704221979,15.521365725598915,20.82471751605247,2024,1,13,Verano,6.403011605610578,13,5,Saturday,January,Caluroso,Llovizna,Brisa ligera,1.4286516789900208,,31.940803156194765,18.601077487612848,50.05533854116966,0,0,Bueno,Medio,Crítica,Bajo,Desfavorables,Regular,14.142487042219791,190.38945086953316,190.38945086953316
2024-01-14,19.336861813857276,17.336861813857276,46.942742478266176,0.2511643226648527,5.592521800365058,NE,1012.8864158047093,14.082252052453134,47.13362101108129,18.336861813857276,2.0,15.540600913674746,2024,1,14,Verano,8.138398395091887,14,6,Sunday,January,Fresco,Llovizna,Brisa ligera,1.6788740789084686,,29.197486527880898,18.815057942712095,49.63815741669185,0,0,Óptimo,Muy Bajo,Alta,Bajo,Desfavorables,Bueno,8.336861813857276,198.72631268339043,198.72631268339046
2024-01-15,21.831991708902656,11.32597714497172,55.02916428972965,0.02436282257185681,11.896433974541157,N,1006.1036009487641,25.28028839942996,49.97458321976458,16.57898442693719,10.506014563930936,10.630767439666611,2024,1,15,Verano,6.232590570523719,15,0,Monday,January,Fresco,Llovizna,Brisa ligera,1.025922450581888,,27.309602397955775,17.390495567869447,48.67074218656994,0,0,Bueno,Bajo,Media,Bajo,Desfavorables,Bueno,6.57898442693719,205.30529711032761,205.30529711032764
2024-01-16,25.101709808559534,12.793589086640043,41.79904184356813,0.005590894867321291,5.057247671119107,S,1013.7599990679763,18.379075365339098,56.39009782183565,18.947649447599787,12.30812072191949,16.419025612040233,2024,1,16,Verano,5.347597655618838,16,1,Tuesday,January,Templado,Llovizna,Brisa ligera,0.8138768767985463,,26.97035576303782,16.722654951346225,43.72792386419082,0,0,Óptimo,Bajo,Alta,Bajo,Desfavorables,Bueno,8.947649447599787,214.2529465579274,214.25294655792743
2024-01-17,23.563414387690393,14.421330462075158,54.60498091423555,0.03220070728188136,4.016245784938181,SW,1004.3978832941893,25.862308213019826,49.48202179556624,18.992372424882774,9.142083925615236,16.984249532413685,2024,1,17,Verano,7.874764746394977,17,2,Wednesday,January,Templado,Llovizna,Calma,0.6249644152265668,,25.529413109458513,15.228764001135996,41.69726938027105,0,0,Óptimo,Bajo,Media,Bajo,Desfavorables,Bueno,8.992372424882774,223.24531898281018,223.2453189828102
2024-01-18,32.22286664625051,9.329383881855602,39.228103549736836,0.2853628592162985,10.040796137886442,SW,1015.6387196289868,14.37305034731971,80.22685431183206,20.776125264053057,22.893482764394907,15.755727195109836,2024,1,18,Verano,3.659740369726774,18,3,Thursday,January,Muy Caluroso,Llovizna,Brisa ligera,0.7859715515383243,,26.00547230366987,14.287374235549587,43.78281096086024,0,0,Óptimo,Alto,Crítica,Bajo,Desfavorables,Regular,10.776125264053057,234.02144424686324,234.02144424686327
2024-01-19,24.269269420460542,14.312901774637728,43.04623780445721,0.03743707364943683,11.47344452607203,N,1034.0633954954387,17.70714247136779,13.992706794309736,19.291085597549134,9.956367645822814,13.55436333451312,2024,1,19,Verano,6.161165734628933,19,4,Friday,January,Templado,Llovizna,Brisa ligera,0.7166244764361693,,25.461326241534305,13.700264049065408,45.676627238813914,0,0,Óptimo,Bajo,Alta,Bajo,Desfavorables,Bueno,9.291085597549134,243.31252984441238,243.31252984441238
2024-01-20,24.81072990706913,11.55225779284087,33.60853168705577,0.1891449790742979,6.645771027198083,NW,998.5551562167459,20.210901620021975,46.01062192096965,18.181493849955,13.258472114228262,14.858608336355958,2024,1,20,Verano,3.882544220877294,20,5,Saturday,January,Templado,Llovizna,Brisa ligera,0.8252636593259455,,24.448120527541437,13.010328850982628,44.89411465243562,0,0,Óptimo,Bajo,Alta,Bajo,Desfavorables,Bueno,8.181493849955,251.49402369436737,251.4940236943674
2024-01-21,36.90971954401947,16.79971329775165,40.19421076089246,0.6783671793607057,6.691839537050361,W,1008.8700633039267,16.922937223550928,0.0,26.85471642088556,20.110006246267815,23.508796652360378,2024,1,21,Verano,6.7525121701239765,21,6,Sunday,January,Muy Caluroso,Llovizna,Brisa ligera,1.2524665160217983,,26.958528774707464,12.933593348681825,43.930038692810804,0,0,Bueno,Extremo,Alta,Bajo,Desfavorables,Desfavorable,16.85471642088556,268.34874011525295,268.34874011525295
2024-01-22,25.6107297657238,15.613163001541329,34.22258659885044,0.021085967419912928,8.847630578320379,W,1007.5879590284069,23.718144882871414,0.0,20.611946383632564,9.997566764182471,16.188131094472375,2024,1,22,Verano,5.343228229022158,22,0,Monday,January,Templado,Llovizna,Brisa ligera,1.2491896608698545,,27.498348497110477,13.54604847104891,40.957670451256625,0,0,Óptimo,Bajo,Alta,Bajo,Desfavorables,Bueno,10.611946383632564,278.96068649888554,278.96068649888554
2024-01-23,28.175601418694512,18.992418741877657,37.504905264892365,0.14588539140918003,5.87644196977045,W,1009.5339209320997,4.754617648258403,37.9582242287004,23.584010080286085,9.183182676816855,20.645789095400858,2024,1,23,Verano,7.123088656652877,23,1,Tuesday,January,Caluroso,Llovizna,Brisa ligera,1.3894841574117132,,27.93747586998691,14.431595564654284,40.34422236858866,0,0,Óptimo,Medio,Crítica,Bajo,Desfavorables,Bueno,13.584010080286085,292.5446965791716,292.5446965791716
2024-01-24,20.125123985968543,18.125123985968543,62.994988312673236,0.05096332530620654,5.654862438164094,NW,1021.1593966367758,32.534433232739644,53.58448922361892,19.125123985968543,2.0,16.297692766886495,2024,1,24,Verano,11.417919736618417,24,2,Wednesday,January,Fresco,Llovizna,Brisa ligera,1.4082467754360384,,27.446291526883787,14.960708925210481,41.542794854079766,0,0,Óptimo,Bajo,Media,Bajo,Desfavorables,Bueno,9.125123985968543,301.6698205651402,301.6698205651401
2024-01-25,25.534045899763107,11.359909589631775,34.17846682890865,0.451754672106506,10.638777763959098,S,1017.3426124745522,23.146647641970972,80.76669443093911,18.446977744697442,14.174136310131333,13.127588862717893,2024,1,25,Verano,3.8826429308863086,25,3,Thursday,January,Templado,Llovizna,Brisa ligera,1.574638588326246,,26.490745705957014,15.250784026321364,40.82141817967573,0,0,Óptimo,Bajo,Alta,Bajo,Desfavorables,Bueno,8.446977744697442,310.11679830983763,310.1167983098376
2024-01-26,26.43385240779274,11.61285135661782,79.99522684133282,0.039561764154870456,9.821393302350856,SW,1019.7901320208514,16.9588090257899,100.0,19.023351882205283,14.821001051174921,14.112655231029855,2024,1,26,Verano,9.289726785473222,26,4,Friday,January,Templado,Llovizna,Brisa ligera,1.5767632788316794,,26.799971847004475,14.865062538032804,46.099845184943675,0,0,Óptimo,Bajo,Baja,Medio,Desfavorables,Bueno,9.023351882205283,319.14015019204294,319.1401501920429
2024-01-27,22.56248714255763,14.832261098374481,59.65592246118746,0.1977106419820198,11.933476658954316,N,1013.2439640380288,14.686069958535933,72.99651676663701,18.697374120466055,7.730226044183148,12.730635790988897,2024,1,27,Verano,8.848322180087152,27,5,Saturday,January,Templado,Llovizna,Brisa ligera,1.5853289417394014,,26.47879430921711,15.333634438823323,49.820901009819636,0,0,Óptimo,Bajo,Media,Bajo,Desfavorables,Bueno,8.697374120466055,327.837524312509,327.83752431250895
2024-01-28,31.42520865832889,10.431150384341409,52.178487598149545,0.40331711289080097,4.242232962903513,NW,1002.4232054404412,12.801476331308674,58.179143609950714,20.92817952133515,20.994058273987484,18.807063039883392,2024,1,28,Verano,5.442816509637911,28,6,Sunday,January,Caluroso,Llovizna,Calma,1.3102788752694967,,25.695292754118462,14.423839736907572,51.53294055799922,0,0,Óptimo,Medio,Media,Bajo,Desfavorables,Regular,10.92817952133515,338.76570383384416,338.7657038338441
2024-01-29,26.802152086359328,24.402100992554345,38.881175220331244,0.5540090229201173,6.4926125392681495,SW,1004.0825171099202,21.87369284501842,43.99912139434539,25.602126539456837,2.400051093804983,22.35582026982276,2024,1,29,Verano,9.487823644357244,29,0,Monday,January,Templado,Llovizna,Brisa ligera,1.8432019307697012,,25.86549594278068,15.679402307052289,52.19845321821076,0,0,Bueno,Bajo,Alta,Bajo,Desfavorables,Bueno,15.602126539456837,354.367830373301,354.36783037330093
2024-01-30,29.910853416560514,19.273035003907147,57.30037998854468,0.24964427308392417,8.843538686808358,SE,1018.9700776597327,23.96989001275412,1.7192984204155621,24.59194421023383,10.637818412653367,20.17017486682965,2024,1,30,Verano,11.043522292564022,30,1,Tuesday,January,Caluroso,Llovizna,Brisa ligera,1.9469608124444453,6.1070018259246766,26.11338908533296,15.719490344485072,55.02637817873252,0,0,Bueno,Medio,Media,Bajo,Desfavorables,Bueno,14.59194421023383,368.9597745835348,368.95977458353474
2024-01-31,25.060021241375658,11.979583787116223,40.17199806506427,0.0970495281183099,5.223137450676901,E,1014.3666551873064,17.024843231220604,36.34908485645504,18.51980251424594,13.080437454259435,15.908233788907488,2024,1,31,Verano,4.812438167163083,31,2,Wednesday,January,Templado,Llovizna,Brisa ligera,1.9930470152565485,6.138074138355952,26.81837440753398,14.84155603036331,51.76595100050266,0,0,Óptimo,Bajo,Alta,Bajo,Desfavorables,Bueno,8.519802514245939,377.47957709778075,377.4795770977807
2024-02-01,40.76711052350583,12.117900365661942,54.918826335191454,0.23049849491074878,9.925062311463948,E,1023.0816592486307,24.641942477871016,72.25941878145565,26.442505444583887,28.649210157843886,21.479974288851913,2024,2,32,Verano,6.655008657289412,1,3,Thursday,February,Muy Caluroso,Llovizna,Brisa ligera,1.7717908380607912,6.232723293706984,28.994526496640084,14.949840426939051,54.728859501400215,0,0,Bueno,Extremo,Media,Bajo,Desfavorables,Desfavorable,16.442505444583887,393.92208254236465,16.442505444583887
2024-02-02,29.435619748739416,16.739979829791345,83.0190448327971,0.26153510454080964,11.673881261678996,NW,1015.3460968259744,12.556439719433266,62.45704640070101,23.087799789265382,12.695639918948071,17.250859158425882,2024,2,33,Verano,13.897371359895669,2,4,Friday,February,Caluroso,Llovizna,Brisa ligera,1.9937641784467304,6.484929665277739,29.423350402489607,15.682287351678125,55.16083350018083,0,0,Óptimo,Medio,Baja,Alto,Desfavorables,Bueno,13.087799789265382,407.00988233163,29.53030523384927
2024-02-03,20.920270959298787,15.332414101738852,45.79619672897078,0.1916587762628752,6.2499260833179555,SW,1003.535880053343,11.497134900078985,7.841646332926295,18.12634253051882,5.5878568575599346,15.001379488859842,2024,2,34,Verano,7.021662525332783,3,5,Saturday,February,Fresco,Llovizna,Brisa ligera,1.9877123127275862,6.6574163363842604,29.18874809059549,15.75373778073018,53.180872681292726,0,0,Óptimo,Bajo,Alta,Bajo,Desfavorables,Bueno,8.12634253051882,415.1362248621488,37.65664776436809
2024-02-04,29.528309213095987,21.324874032849152,64.2669891684975,0.0046522112214937685,8.1157758206811,NE,1008.8247854865348,28.88004723147329,55.35064118146201,25.42659162297257,8.203435180246835,21.36870371263202,2024,2,35,Verano,13.704854484886901,4,6,Sunday,February,Caluroso,Llovizna,Brisa ligera,1.5890474110582788,6.217263135991615,28.917762455562215,17.309984016231287,54.907801477056715,0,0,Bueno,Medio,Media,Bajo,Desfavorables,Bueno,15.42659162297257,430.5628164851214,53.083239387340655
2024-02-05,20.5647570835241,11.507981708287991,36.40271631911914,0.359471507181775,12.36685607024335,S,1017.5185131974634,21.546651681231257,53.20982029669301,16.036369395906046,9.056775375236109,9.85294136078437,2024,2,36,Verano,4.189217935324199,5,0,Monday,February,Fresco,Llovizna,Brisa ligera,1.3945098953199364,6.191080311186223,28.02670602658576,15.467966975621806,54.5537359197407,0,0,Bueno,Bajo,Alta,Bajo,Desfavorables,Bueno,6.036369395906046,436.59918588102744,59.119608783246704
2024-02-06,33.473879529857115,12.444099592742262,46.17366281256639,0.13755065530296368,13.397814725056998,W,1018.682659969909,26.381089210879967,48.74725300286843,22.95898956129969,21.029779937114853,16.26008219877119,2024,2,37,Verano,5.745896586012759,6,1,Tuesday,February,Muy Caluroso,Llovizna,Brisa ligera,1.282416277538976,6.32768904374278,28.5357097570567,14.492404774026824,52.96420489460095,0,0,Óptimo,Alto,Alta,Bajo,Desfavorables,Regular,12.958989561299688,449.5581754423271,72.07859834454639
2024-02-07,17.792032658144716,15.782449851692236,78.76308301206838,0.13805290538221693,10.237403753181212,S,1019.8408690572375,12.876361749673844,39.30361111556664,16.787241254918477,2.00958280645248,11.668539378327871,2024,2,38,Verano,12.43074407802642,7,2,Wednesday,February,Fresco,Llovizna,Brisa ligera,1.323419654802883,5.788427498226561,27.497425673737997,15.03567135468054,58.47721702988725,0,0,Bueno,Muy Bajo,Baja,Medio,Desfavorables,Bueno,6.787241254918477,456.3454166972456,78.86583959946486
2024-02-08,22.578071339288318,15.871394612250986,38.283920688634325,0.05278251895275876,9.780287519580828,S,1004.6118070943585,12.45884764938762,56.639599173604836,19.22473297576965,6.7066767270373315,14.334589215979237,2024,2,39,Verano,6.076192125534349,8,3,Thursday,February,Templado,Llovizna,Brisa ligera,1.145703678844893,5.623573548528657,24.898991504564062,15.571884818478974,56.10080193752195,0,0,Óptimo,Bajo,Alta,Bajo,Desfavorables,Bueno,9.224732975769651,465.57014967301524,88.09057257523452
2024-02-09,31.129525045118022,12.001612472939728,78.54560061984893,0.20611011147089803,5.438790395945265,NW,1003.3917586713847,15.848344083254746,57.432825972809965,21.565568759028874,19.127912572178296,18.84617356105624,2024,2,40,Verano,9.426738600937213,9,4,Friday,February,Caluroso,Llovizna,Brisa ligera,1.0902786857749813,5.608570491145693,25.14097797547529,14.8949751960716,55.46173847852935,0,0,Óptimo,Medio,Baja,Medio,Desfavorables,Regular,11.565568759028874,477.1357184320441,99.6561413342634
2024-02-10,32.80662961608533,18.250858548984922,60.26259962001562,0.04500943293423002,9.077628201373523,SE,1011.4815798420207,13.05564695076593,23.963530864214867,25.528744082535127,14.555771067100409,20.989929981848366,2024,2,41,Verano,10.998441814590176,10,5,Saturday,February,Muy Caluroso,Llovizna,Brisa ligera,0.9436293424463362,5.529224201175382,26.839029212159087,15.311895831392466,57.52836746296433,0,0,Bueno,Alto,Media,Bajo,Desfavorables,Regular,15.528744082535127,492.6644625145792,115.18488541679852
2024-02-11,31.060468277629866,14.858057320361684,41.43116752401819,0.10650902194253561,9.670462522324994,S,1024.5205881322677,22.232191261370705,51.37535153455239,22.959262798995773,16.20241095726818,18.124031537833275,2024,2,42,Verano,6.155866619213698,11,6,Sunday,February,Caluroso,Llovizna,Brisa ligera,1.045486153167378,5.528949074366326,27.057909078521067,14.388064872465687,54.26610722803871,0,0,Óptimo,Medio,Alta,Bajo,Desfavorables,Regular,12.959262798995773,505.623725313575,128.1441482157943
2024-02-12,30.12816361530801,13.106617076602337,61.3105702871378,0.013016681880656196,7.368889524316863,E,1007.4490534335358,13.493243658441326,35.26512148131965,21.617390345955172,17.021546538705675,17.93294558379674,2024,2,43,Verano,8.035741675016281,12,0,Monday,February,Caluroso,Llovizna,Brisa ligera,0.6990313278662592,5.461459960062461,28.424110011633054,14.616441353653451,57.82437208061281,0,0,Óptimo,Medio,Media,Bajo,Desfavorables,Regular,11.617390345955172,517.2411156595301,139.76153856174946
2024-02-13,27.57556276325273,15.739266487704484,67.65582259205925,0.10122890258404066,6.215671236333013,SE,1016.6397751248078,10.969980851596258,2.819153306343921,21.65741462547861,11.836296275548246,18.5495790073121,2024,2,44,Verano,10.648530212212782,13,1,Tuesday,February,Templado,Llovizna,Brisa ligera,0.6627095751473362,5.311524539981649,27.58149333068957,15.087179481505197,60.89325204911178,0,0,Óptimo,Bajo,Media,Bajo,Desfavorables,Bueno,11.657414625478609,528.8985302850087,151.41895318722808
2024-02-14,20.69601200124366,18.341326177155537,61.52968975556723,0.9374507621866627,4.156106979569436,N,1016.6404891115117,18.852092473531393,25.959824124045905,19.518669089199598,2.354685824088122,17.44061559941488,2024,2,45,Verano,11.285361093860441,14,2,Wednesday,February,Fresco,Llovizna,Calma,1.462107431951782,6.2246124795964555,27.996347522560846,15.45273324228567,58.431338726754475,0,0,Óptimo,Bajo,Media,Bajo,Desfavorables,Bueno,9.518669089199598,538.4171993742084,160.93762227642767
2024-02-15,24.673095806883225,21.272404970807933,23.855759876086772,0.010836340875237566,2.7868107348461235,S,1019.0861819973649,10.260082945048719,0.9077578663643706,22.97275038884558,3.4006908360752917,21.57934502142252,2024,2,46,Verano,5.074693849704687,15,3,Thursday,February,Templado,Llovizna,Calma,1.420161253874261,6.229857925604371,28.295636732217265,16.224306150650943,56.37017289639054,0,0,Óptimo,Bajo,Alta,Bajo,Desfavorables,Bueno,12.97275038884558,551.389949763054,173.91037266527326
2024-02-16,24.732652001517792,11.258880680977185,38.565318682291135,0.7219874541364683,2.1563494600365107,S,1026.3155220315857,7.203216411147665,64.50233837675262,17.99576634124749,13.473771320540607,16.917591611229234,2024,2,47,Verano,4.342023214677762,16,4,Friday,February,Templado,Llovizna,Calma,1.936038596539831,6.919644672458958,27.38179772598866,16.11820160894201,50.658704048168,0,0,Bueno,Bajo,Alta,Bajo,Desfavorables,Bueno,7.995766341247489,559.3857161043015,181.90613900652073
2024-02-17,39.87839147412385,8.561415313227766,42.179193757029296,0.066566353576491,9.738327718601784,N,1025.4952513981289,18.799543403167668,48.89723443885798,24.219903393675807,31.316976160896086,19.350739534374917,2024,2,48,Verano,3.611135953310316,17,5,Saturday,February,Muy Caluroso,Llovizna,Brisa ligera,1.957595517182092,6.70084816681915,28.39204941999416,14.733995432405274,48.075360353455665,0,0,Bueno,Extremo,Alta,Bajo,Desfavorables,Desfavorable,14.219903393675807,573.6056194979774,196.12604240019655
2024-02-18,30.79381891762393,24.48203813737807,49.80634085684706,0.27713400788810477,8.443097975680331,S,1008.2431533292839,7.504679741938739,31.11273471985137,27.637928527501,6.311780780245861,23.416379539660834,2024,2,49,Verano,12.193607363405812,18,6,Sunday,February,Caluroso,Llovizna,Brisa ligera,2.128220503127661,6.940545101057818,28.353956654279028,16.108849834836185,49.27181368671693,0,0,Regular,Medio,Alta,Bajo,Desfavorables,Regular,17.637928527501,591.2435480254784,213.76397092769756
2024-02-19,20.105159835085473,17.172778863231837,58.461695146371355,0.32388138278057976,6.548566605376711,N,996.2168364695306,22.65167637777254,75.51303358221621,18.638969349158657,2.932380971853636,15.364686046470302,2024,2,50,Verano,10.039497627183092,19,0,Monday,February,Fresco,Llovizna,Brisa ligera,2.4390852040275846,7.0752815047641,26.922098971390092,16.689730090068974,48.8648315237503,0,0,Óptimo,Bajo,Media,Bajo,Desfavorables,Bueno,8.638969349158657,599.882517374637,222.4029402768562
2024-02-20,31.766257557302303,15.16428046176164,47.90518802799677,0.09998052779041308,7.005631106826083,SE,1007.571765317082,9.627997642483225,41.69977268952917,23.465269009531973,16.60197709554066,19.96245345611893,2024,2,51,Verano,7.264477068299691,20,1,Tuesday,February,Caluroso,Llovizna,Brisa ligera,2.437836829233957,6.496894853193807,27.52076965625432,16.607589229219993,46.0433123003128,0,0,Óptimo,Medio,Alta,Bajo,Desfavorables,Regular,13.465269009531973,613.347786384169,235.86820928638818
2024-02-21,26.531704252829236,19.61696909848125,33.748719460105605,0.1742202886828718,8.631411624591454,E,1013.6053783523779,4.555957281481515,4.219431100828139,23.074336675655243,6.914735154347987,18.758630863359514,2024,2,52,Verano,6.620475867622044,21,2,Wednesday,February,Templado,Llovizna,Brisa ligera,1.6746063557301663,6.650029174456766,28.354439977909404,16.789823932266525,42.074602258104,0,0,Óptimo,Bajo,Alta,Bajo,Desfavorables,Bueno,13.074336675655243,626.4221230598242,248.94254596204343
2024-02-22,23.470225728146108,17.072822815101766,52.79776266237272,0.46379301569577863,7.506310786974217,N,1010.1068377785148,16.237220099155234,29.013036495404727,20.27152427162394,6.397402913044342,16.51836887813683,2024,2,53,Verano,9.014068469684851,22,3,Thursday,February,Templado,Llovizna,Brisa ligera,2.127563030550707,6.967936798743365,28.18260139523267,16.1898836243085,46.209174084716274,0,0,Óptimo,Bajo,Media,Bajo,Desfavorables,Bueno,10.271524271623939,636.6936473314481,259.21407023366737
2024-02-23,32.06812253925325,21.003876501447085,63.705839743126575,0.05016721128934318,3.978340459988516,NE,1028.7431915434252,18.867567019778907,80.8213546818323,26.535999520350167,11.064246037806168,24.54682929035591,2024,2,54,Verano,13.380695903856102,23,4,Friday,February,Muy Caluroso,Llovizna,Calma,1.4557427877035822,6.967140684726501,29.23052575776631,17.58202588437563,49.80067709340705,0,0,Bueno,Alto,Media,Bajo,Desfavorables,Regular,16.535999520350167,653.2296468517983,275.75006975401755
2024-02-24,33.92875114095032,17.20572737611235,63.04746425490571,0.03688253593197759,10.7390006608229,NW,1013.1502424345316,20.948850382091642,23.263109372771417,25.567239258531334,16.72302376483797,20.197738928119882,2024,2,55,Verano,10.847774817250961,24,5,Saturday,February,Muy Caluroso,Llovizna,Brisa ligera,1.4260589700590687,6.552268548551973,28.38057713874152,18.816927607644857,52.781858593103685,0,0,Bueno,Alto,Media,Bajo,Desfavorables,Regular,15.567239258531334,668.7968861103296,291.3173090125489
